Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
ARRB1,114.62373,396.6787642,2.276402268,0.023694089,0.099283606,-4.568699077
TNKS2,114.5605151,1281.081156,1.788452354,0.074951095,0.21483963,-4.581138267
MRPL42,114.4643305,1052.97176,2.106411101,0.036196308,0.132893437,-4.573348317
DARC,114.3502577,369.018424,0.834947058,0.404569163,0.613599696,-4.597113351
HSPA5,114.3058878,20965.02973,0.098898776,0.921300327,0.959499294,-4.60156041
KLRK1,114.301035,89.16854849,7.150066145,1.02E-11,9.70E-10,-4.327344823
UBA2,114.2960371,1979.179412,1.062628402,0.289007346,0.502462245,-4.594330877
LAT,114.2446858,174.1465273,4.942006819,1.44E-06,4.54E-05,-4.457563729
FMNL2,114.2228774,1216.776633,0.961500329,0.337258205,0.552575485,-4.595647954
C22orf13,114.196683,2080.110307,1.176836533,0.240414361,0.450659618,-4.592688293
RNF114,114.1877337,1818.137764,1.390108279,0.165770382,0.356234494,-4.589183873
MAD2L1,114.1519199,871.3890601,1.493672357,0.136560995,0.315596981,-4.58727866
KHNYN,114.0523022,1684.00477,1.282112792,0.201027172,0.403165537,-4.591029256
TRIM38,114.0510453,542.006962,4.261863285,2.90E-05,0.000604295,-4.49193072
CALCOCO1,113.9535015,1051.784761,1.277942757,0.202491294,0.405205951,-4.591097604
ARIH1,113.7262804,1274.274318,2.596377494,0.009996411,0.054648439,-4.559058824
EIF4E3,113.7015968,587.1223923,2.249397481,0.025384822,0.104146865,-4.569459844
RCOR1,113.6815768,1149.567629,1.447191347,0.149134532,0.333471242,-4.588150099
EIF4G2,113.6775341,17770.58994,0.157269625,0.875163197,0.935573064,-4.601463402
SYK,113.6518374,1540.596142,1.226953844,0.221029564,0.427627645,-4.591915781
GTF2B,113.5672136,614.6144704,4.286387044,2.62E-05,0.000557478,-4.490753301
B3GNT3,113.3361823,1358.585354,0.654255688,0.513566955,0.704428966,-4.598851309
ABHD3,113.3133868,742.0876901,1.276518763,0.202993052,0.405758619,-4.591120894
PLEKHA7,113.2238962,560.0418806,2.23300833,0.026461359,0.107098317,-4.569917485
VAV1,112.9844359,194.1806645,3.952384236,0.000101538,0.001712616,-4.50635993
PTPN22,112.980839,119.8348768,7.400010013,2.22E-12,2.63E-10,-4.311408465
MBD4,112.829693,695.951733,3.592093094,0.000397087,0.005037481,-4.52210428
PCNX,112.8189067,964.937535,2.300710525,0.022257111,0.095553998,-4.568007159
RRAS,112.8146433,913.7894249,1.31741271,0.188943432,0.387600399,-4.590442005
CHD2,112.7523745,1885.046606,1.235184277,0.217957052,0.423893364,-4.591785912
OSBPL2,112.6223473,1150.243383,1.858924224,0.064249037,0.194186231,-4.579515015
OSTC,112.6166772,2448.189847,0.843192972,0.39995128,0.609995754,-4.597024079
PDE5A,112.6046029,557.0703148,1.525795245,0.128363748,0.30413509,-4.586660901
FGD4,112.5414901,706.388068,2.088027796,0.037838807,0.136431176,-4.573831081
IRS2,112.492036,688.9285497,1.011991395,0.312550624,0.526739134,-4.595006542
VRK2,112.4530867,473.9563992,3.862007938,0.000144325,0.002252773,-4.510418803
WDR36,112.4140997,962.1229976,2.191481761,0.029368418,0.115458261,-4.571063247
PAPD4,112.3893338,890.4645627,3.082948602,0.00228662,0.018893542,-4.542264093
CYB5R4,112.3743201,428.6351971,3.505798712,0.000542158,0.006442373,-4.525698121
TAB2,112.3660398,1569.586064,1.533227587,0.126523086,0.300957538,-4.586516166
LIPG,112.3232149,633.1110644,1.187738665,0.236098188,0.445243817,-4.592522924
GLCE,112.2325047,780.6429562,1.703002572,0.089848576,0.242012137,-4.583026617
FMR1,112.223786,1148.34809,1.69793765,0.090802038,0.243249675,-4.583135784
ATP2B1,112.1975859,1379.241217,1.129313856,0.259881107,0.472661115,-4.593391715
SEC23IP,112.1614235,1144.580991,1.875262573,0.061958071,0.189592139,-4.579130214
ZRANB2,111.9955458,1458.773993,1.523586276,0.12891483,0.304840566,-4.586703787
PRKCH,111.815941,464.8959482,2.800225719,0.005518006,0.035206131,-4.552328828
TOPBP1,111.7728802,946.1450577,1.877433622,0.06165883,0.189158908,-4.579078842
RHOU,111.602488,875.2890908,0.935761658,0.35032665,0.564370095,-4.595962486
MCAM,111.522086,1674.00422,0.496539549,0.619963498,0.783872379,-4.600025725
DOCK4,111.4713298,220.8322365,5.264317054,3.10E-07,1.15E-05,-4.440138318
ANLN,111.4371591,1151.188053,1.00034713,0.318139479,0.533018293,-4.595157329
CHMP2B,111.3558481,1387.257185,1.18692674,0.236417717,0.445675103,-4.592535291
CAMK2D,111.3045825,1032.577889,1.529955784,0.127330803,0.302433811,-4.586579964
N4BP1,111.2838772,1074.738572,3.006986853,0.002916023,0.022617535,-4.545050039
LAT2,111.15037,181.0651115,5.862790487,1.48E-08,7.15E-07,-4.406123471
SLCO3A1,111.0500174,297.9433573,3.1255049,0.001991309,0.017156783,-4.540677493
IL2RA,110.9954706,96.13164428,7.587054666,6.99E-13,9.35E-11,-4.299386587
CARD8,110.9254545,457.2529289,4.119222678,5.22E-05,0.000994107,-4.498681302
LGR6,110.9199893,286.9908046,1.168793934,0.243634095,0.454092872,-4.592809331
GSTM1,110.8893564,223.5398671,2.133817359,0.033861326,0.127034438,-4.572621311
TFDP1,110.8588264,2618.128286,0.74871391,0.454755088,0.658302238,-4.597994905
H2AFJ,110.8457014,1024.060005,0.801834878,0.423433348,0.63084189,-4.597463091
SOSTDC1,110.6479202,123.2953966,1.820749866,0.069877051,0.205124144,-4.580401693
SPTLC1,110.5975815,1659.521408,1.439892616,0.151187213,0.336364203,-4.588284521
SEC16B,110.5487494,357.9438779,1.955358463,0.051689123,0.167945932,-4.577197951
ITPR2,110.5344585,650.6248655,1.668526525,0.096501574,0.253046988,-4.583763567
INHBA,110.3572559,206.2291003,2.331590914,0.020541989,0.090498933,-4.567118478
SFXN3,110.2602851,828.1848942,2.056244416,0.040829158,0.14417165,-4.574656455
AKR1B1,110.154572,1003.25872,0.758316272,0.448997863,0.653597888,-4.597901445
SWAP70,110.0355219,1119.89951,1.459229813,0.145795713,0.328551005,-4.58792695
NCOA1,110.0236744,1027.603153,1.991224335,0.04757808,0.159031861,-4.576308127
ODF3B,109.9328531,366.3517921,1.213311518,0.226190989,0.433892931,-4.59212918
CAV1,109.7813865,1357.968733,0.329933056,0.741735319,0.86317267,-4.600917871
CYB5A,109.7802475,1089.862381,1.480194598,0.140119048,0.321038969,-4.58753408
SERPINB8,109.6100291,317.8550956,3.40214098,0.000781914,0.00864926,-4.52992138
PIK3IP1,109.583818,657.9199636,1.904209989,0.058066143,0.181478926,-4.578440651
EAPP,109.4223373,750.3508264,2.838915109,0.004910386,0.032445111,-4.551001078
GPR137B,109.3770797,318.6702288,4.782020931,3.01E-06,8.66E-05,-4.465954042
FAM3C,109.3732319,1477.940578,0.944191389,0.346011426,0.559948312,-4.595860399
ARHGAP31,109.3404888,346.4163034,2.985304727,0.003122878,0.023859258,-4.545834327
PRNP,109.322202,1484.85337,0.454032197,0.650211662,0.803816598,-4.600287418
RASGEF1B,109.260068,231.1078522,4.820190184,2.53E-06,7.45E-05,-4.463968575
BATF,109.2257507,144.2089074,3.925239599,0.000112924,0.001862334,-4.50758655
NSF,109.2194546,1238.71438,1.932536845,0.054457655,0.173760041,-4.577756248
EEA1,109.2157261,650.3539716,2.372353919,0.018456165,0.084030622,-4.565928847
MFNG,109.2050623,229.7848188,3.773218576,0.000202619,0.002956354,-4.514335852
PDS5B,109.1298738,767.6754751,2.271523387,0.023992069,0.100054086,-4.568837139
ITPRIP,109.0619529,674.0581218,2.116061032,0.035358856,0.130532499,-4.573093328
HMGCS1,108.9436592,2027.430434,0.608744008,0.543263823,0.726800101,-4.599223061
FOXO1,108.794753,940.1869044,1.177534476,0.240136379,0.450345356,-4.592677751
FOXN3,108.7306718,1213.729188,1.093989643,0.275044773,0.488615016,-4.593896181
FAM21C,108.6480677,1164.735019,2.000721326,0.046537013,0.15714784,-4.576069974
ERBB2IP,108.5683796,1890.546223,0.821976802,0.411897376,0.620105897,-4.597252014
CLDND1,108.4215747,1044.650902,1.838758403,0.067173276,0.199709861,-4.579985575
VPS13D,108.4017909,1280.319995,1.542624203,0.124225633,0.297569235,-4.586332212
ERP27,108.3277874,117.207045,1.239441628,0.216379911,0.422537354,-4.591718402
SLC35A1,108.3211314,673.9574107,2.051398168,0.041302377,0.145270123,-4.574781269
UHMK1,108.2291608,373.6616613,2.68789993,0.007688344,0.045235167,-4.55609287
KCTD9,108.1595878,732.267283,1.850667519,0.065433298,0.196299307,-4.579708267
SLC25A46,108.0768767,523.1374489,2.837725192,0.004928127,0.03252285,-4.551042151
CCL14,108.0374299,237.2678559,0.985403744,0.325407738,0.541159515,-4.595348324
JMJD1C,108.0137442,1154.302743,1.529218717,0.12751332,0.302735201,-4.586594318
PIK3R5,108.0010093,131.2858916,8.109251812,2.53E-14,5.43E-12,-4.265482939
UNC13D,107.9584148,658.6835019,1.198344667,0.231952452,0.440412294,-4.592360618
DENND4A,107.9030415,381.0457148,3.941502668,0.000105965,0.001765397,-4.506852422
HAT1,107.8611853,947.1792049,2.27194456,0.023966217,0.099999086,-4.568825231
SBF1,107.7920933,2016.929421,0.856518474,0.392556472,0.603338936,-4.596877983
TNFRSF17,107.7699058,65.34155844,3.341339464,0.000965374,0.010162261,-4.532350268
HS3ST1,107.7555573,536.8704696,1.357686203,0.175825052,0.36955402,-4.589753094
LETMD1,107.7520877,1065.675483,1.958939198,0.05126568,0.167135535,-4.577109795
S1PR1,107.6994705,340.558215,1.946251478,0.052779363,0.170369448,-4.577421478
MRPL3,107.5965117,2223.618425,1.127550973,0.260623777,0.473589805,-4.593417263
KCTD14,107.5883463,642.681103,1.637691892,0.102782628,0.262824115,-4.584410483
MLX,107.4892534,1399.281705,1.433860038,0.152900096,0.338605947,-4.588395129
PGM2,107.4044827,775.5292823,2.211885637,0.027907201,0.111050663,-4.570502759
CUL2,107.3458669,724.7798834,2.975735686,0.003218382,0.024304591,-4.546178908
ZBTB1,107.2563567,782.6697145,2.808564831,0.005381545,0.034510793,-4.552043991
HNRNPD,107.2461883,4618.735695,0.561091363,0.575253249,0.750494223,-4.599583756
ROCK1,107.2321951,1128.734702,1.350415384,0.178141429,0.372982188,-4.589878957
RASGRP1,106.9726473,154.6206255,6.567553551,3.09E-10,2.09E-08,-4.363778062
NIPA2,106.9273867,1216.175902,2.006876789,0.045872603,0.155775505,-4.575915048
SLC4A11,106.8380534,344.9459124,2.038368614,0.042597904,0.14851505,-4.575115483
GZMH,106.527851,104.7153912,2.184882206,0.029855008,0.1168367,-4.571243509
ASPHD2,106.4192043,302.0045798,3.56328644,0.000440878,0.005452544,-4.523311773
C18orf8,106.3293388,481.546553,5.447092172,1.25E-07,5.11E-06,-4.429966486
ATP6V1F,105.9206681,1931.449467,0.860373525,0.390432816,0.601717632,-4.596835295
FAM65B,105.8856837,135.8015243,3.028841799,0.002720321,0.021497907,-4.544254579
PPAP2B,105.8258372,980.0496788,0.820687803,0.412629965,0.620650574,-4.597265677
HMGA1,105.7660241,7467.734664,0.129048666,0.897426086,0.946768317,-4.601515822
FA2H,105.6807457,573.8611678,1.314237296,0.19000786,0.388901638,-4.590495466
ZBTB44,105.6600265,1160.083156,1.667221318,0.096761035,0.25350087,-4.583791184
CCDC88A,105.4796271,412.3981204,1.983289289,0.048462969,0.160824166,-4.576506299
AGMAT,105.4669243,377.9942066,2.030984825,0.043347307,0.150114812,-4.575303998
PPHLN1,105.4308753,940.2644371,3.462207004,0.000633083,0.007277321,-4.527486708
API5,105.3389985,2622.975844,0.937624352,0.349370183,0.563523994,-4.595940006
STAG1,105.3383083,734.0801355,1.980609672,0.048764915,0.16145257,-4.576573053
GPR116,105.2866221,436.0750681,2.019541825,0.044530824,0.152774691,-4.575594886
LOC339290,105.2765664,271.8611735,2.78286338,0.005812256,0.036726223,-4.552919487
POLD3,105.2697539,680.4880861,1.523935818,0.128827505,0.304747417,-4.586697005
EGR2,105.2163737,145.32829,5.915243422,1.12E-08,5.60E-07,-4.403050129
PYCARD,105.2124283,779.4884129,1.334517177,0.183285859,0.380419905,-4.59015188
ALAS1,105.1705564,1695.918378,1.036662747,0.300925457,0.515389692,-4.594681392
KIAA0226,105.0647514,593.0644158,3.593194756,0.000395496,0.005021203,-4.522057947
USP14,105.0618141,1430.023868,1.528316778,0.127736942,0.30304578,-4.586611873
CCR7,104.9362169,109.274466,3.753805461,0.00021804,0.003125499,-4.515182842
WDR43,104.8924511,1165.522252,1.452977565,0.147522491,0.331033494,-4.588043066
SRPR,104.8480006,3568.168302,0.633848097,0.526777246,0.714877574,-4.599021295
FPR1,104.8182059,124.7509904,4.356559542,1.95E-05,0.000437025,-4.487357468
ZZEF1,104.769448,1374.490595,0.878103305,0.380756659,0.593018598,-4.596636532
ALG5,104.7442424,853.0761132,1.989422459,0.04777781,0.159360227,-4.576353193
ETF1,104.6587558,2733.912075,0.923284956,0.356776282,0.570359968,-4.596111926
LYSMD2,104.4017461,256.6250122,4.986500647,1.17E-06,3.78E-05,-4.455198914
KDR,104.3838886,490.1791779,1.342972943,0.180536073,0.376355013,-4.590007111
HCCS,104.2131687,568.2544867,3.149845257,0.001838658,0.016262063,-4.539761755
BCL2A1,104.1711267,137.0375931,4.805655081,2.71E-06,7.89E-05,-4.464725872
AGL,104.007549,858.0748372,1.777798335,0.076689861,0.218176573,-4.581378501
USP10,104.0021179,1732.747845,1.465343891,0.144122194,0.326635628,-4.587812934
SRP54,103.9527243,1118.14616,2.209814608,0.028052584,0.11138486,-4.570559868
ELK3,103.9439856,345.7146003,3.062042888,0.002446022,0.019863985,-4.543036735
SMC5,103.9205261,944.5174287,1.956743321,0.051525007,0.167579441,-4.577163874
PCOLCE,103.7715182,1409.949398,0.54848876,0.583860837,0.756944988,-4.599674261
FRYL,103.7605972,1549.166102,0.847727972,0.397425234,0.607596795,-4.596974613
MOCOS,103.7426115,267.533414,3.722952274,0.000244851,0.00340511,-4.516521924
COBLL1,103.7368445,504.7632256,1.467897395,0.143427662,0.325785119,-4.587765179
KLHL24,103.7226316,1037.63122,1.517059168,0.130553989,0.307096236,-4.586830158
PER3,103.6949554,360.2783329,2.128702164,0.034287031,0.12824842,-4.572757663
E2F4,103.647691,1494.915726,1.710567389,0.088439631,0.239461667,-4.582862992
KCNE2,103.5738573,56.4800628,1.903923778,0.058103599,0.181561235,-4.578447518
COPG,103.5652101,5484.943348,0.405917801,0.685160865,0.828086568,-4.60055548
PRPS2,103.5199146,1570.729798,1.090180913,0.276715331,0.490439775,-4.593949635
CCND3,103.4258607,1125.664782,1.464474018,0.144359384,0.326991629,-4.587829183
MAP3K14,103.3971443,430.106037,3.098554745,0.002173928,0.018267488,-4.541684402
TMCO1,103.3300155,1794.227885,0.692580252,0.489235557,0.68676373,-4.598517632
LOC115110,103.2333372,218.0758018,3.532523116,0.000492628,0.005957884,-4.524592664
PDE12,103.1952842,730.6162775,2.582511413,0.010395698,0.056249837,-4.559500194
LYPD6B,103.1570396,173.1789498,2.623380044,0.009258076,0.051589288,-4.558193261
PLA1A,103.108501,164.0327675,3.663290598,0.000305751,0.004095159,-4.519086664
CD8B,103.0752708,115.5449604,4.033117963,7.38E-05,0.001325032,-4.502673942
C1orf226,102.9756932,549.9814165,2.172521513,0.030785154,0.119417726,-4.571579782
SIRPG,102.9460757,80.23643639,6.597194251,2.61E-10,1.81E-08,-4.361951894
PPIC,102.9367114,1168.110543,1.11592722,0.265557628,0.479317958,-4.593584738
FAM3D,102.9223285,1213.832399,0.328493849,0.742821717,0.863821238,-4.600924014
USP32,102.883804,762.2455167,2.879220344,0.004342722,0.029940762,-4.549600993
KLHL9,102.814818,951.6921831,2.362075085,0.01896374,0.085648957,-4.566230596
DST,102.7232523,2318.94732,0.228828981,0.819194661,0.905367307,-4.601284187
CNOT2,102.6754077,1223.076553,3.164729368,0.00175072,0.015783545,-4.539198828
PDCD6,102.6729526,2054.410949,0.942048738,0.347105018,0.561274005,-4.595886433
ZNF506,102.5539386,309.5933253,2.822839628,0.00515505,0.033493939,-4.551554693
SLC2A3,102.5483095,773.4220841,0.694499461,0.488033734,0.685864196,-4.598500427
POLR2C,102.5354613,1413.524967,1.854199264,0.064924541,0.195363468,-4.579625704
YME1L1,102.5057016,3274.746788,0.778804782,0.436853862,0.643612434,-4.597698084
ZCCHC6,102.4525018,757.8939227,1.703591046,0.089738324,0.241971053,-4.583013913
EPB41L3,102.4369789,347.9787943,1.689517981,0.092405129,0.24579644,-4.583316572
SMCR8,102.4254927,803.4141252,2.143978028,0.033029193,0.12503307,-4.572349565
COL16A1,102.3637648,719.7768375,0.997018934,0.319748933,0.534727116,-4.595200112
RPS27L,102.2801441,1610.712498,1.044217614,0.297424312,0.51186326,-4.594580286
OSTM1,102.2375028,559.3502048,2.919093487,0.003840677,0.027527102,-4.548199062
AGAP2,102.1304717,159.5985056,4.960353801,1.32E-06,4.20E-05,-4.456590227
NR4A2,102.0877995,570.5747111,0.86174865,0.389676996,0.601063421,-4.596820022
BCL3,102.0721365,1581.206323,0.667290369,0.505221025,0.698690807,-4.598739936
SKAP2,102.0105984,809.665827,1.28882551,0.198686649,0.399945372,-4.590918778
ADAP2,101.9632719,181.3408496,7.294528525,4.24E-12,4.52E-10,-4.318153046
RBM17,101.8946805,1635.787605,1.724290817,0.085929418,0.235358095,-4.582564393
KIAA1468,101.799851,798.852396,2.61706454,0.009426233,0.052347657,-4.558396418
IL12RB1,101.5452178,87.82273501,9.280698768,9.77E-18,7.60E-15,-4.188509071
IL21R,101.4490386,101.526961,7.040297977,1.96E-11,1.79E-09,-4.33429131
CACYBP,101.4411649,2346.837483,0.586395333,0.558155204,0.736642148,-4.599395863
PARD6B,101.4156408,367.781849,2.375187741,0.01831835,0.083542934,-4.565845447
EMILIN2,101.3920279,524.7300054,1.497614318,0.135533711,0.313791676,-4.587203533
MRAS,101.3451721,344.4127123,2.450864067,0.014958343,0.072320065,-4.563584861
NOLC1,101.2859247,3371.327824,0.491668826,0.623398126,0.786470421,-4.600056894
RTN4,101.2704413,3575.719944,0.51465742,0.607261081,0.77525621,-4.599907099
STIL,101.2261112,560.1750247,2.188393589,0.02959525,0.116070536,-4.571147661
RARS,100.9639938,1580.409252,1.41992291,0.156914153,0.344101625,-4.588648949
NSMAF,100.9591892,714.7758553,2.674504488,0.007992975,0.04652453,-4.55653267
LRMP,100.6499969,89.50793246,5.084704104,7.37E-07,2.49E-05,-4.449932514
CDK17,100.593617,487.5663396,3.11393755,0.002067883,0.017602885,-4.541110576
PCF11,100.592984,945.0312786,2.198050802,0.02889091,0.113940443,-4.570883321
TBXAS1,100.4619045,260.712264,3.553365086,0.000456982,0.005614697,-4.523725843
SAPS3,100.4298536,2052.051622,1.527223613,0.128008388,0.303548555,-4.586633138
SELK,100.2550509,699.0475429,2.239526696,0.026028531,0.10595059,-4.569735838
SUCLG2,100.2205309,1782.558895,0.692776966,0.4891123,0.686738183,-4.598515871
FGFR1OP2,100.0955252,480.877785,4.484947294,1.13E-05,0.000270385,-4.4810436
NUP107,100.0803836,903.7352438,2.364702314,0.018832851,0.085270093,-4.566153584
PNN,99.96497916,2426.676583,0.777432576,0.437661205,0.644249721,-4.597711872
CYP51A1,99.91560475,2087.759896,0.538436961,0.590769196,0.762609793,-4.599744981
UCA1,99.90672578,470.60385,0.739467391,0.460338296,0.662624127,-4.598083787
VDAC2,99.88930535,1989.078712,0.829082169,0.407873067,0.616720093,-4.597176317
FBLN2,99.88388584,945.7253166,0.523229721,0.601292075,0.77076986,-4.599849497
GIMAP8,99.83946,199.3206491,3.167593849,0.001734249,0.015660995,-4.539090235
VTA1,99.81575811,1201.054942,1.85312831,0.065078466,0.195678844,-4.579650756
PQLC3,99.62647476,453.1141914,3.437711842,0.000690252,0.007809941,-4.528483773
ARHGAP26,99.53941538,1316.187121,0.86403397,0.388422879,0.599843558,-4.596794587
LRRC25,99.33407448,154.526027,6.39431522,8.22E-10,5.12E-08,-4.374384004
PHLDA1,99.24499842,2448.10688,0.26855572,0.788499867,0.88927543,-4.601156042
LEPROT,99.20660197,388.5731229,2.78302128,0.005809517,0.036726223,-4.55291413
CHMP4C,99.20176126,679.4616835,1.652883192,0.099648411,0.257942148,-4.584093208
FAM83B,99.15902154,223.2377084,2.500568152,0.01306036,0.066029886,-4.562065259
TMEM19,99.06204895,683.0491239,2.336249,0.020293604,0.089695092,-4.566983487
CD180,99.0301206,109.2707454,5.602549084,5.72E-08,2.50E-06,-4.421160844
FAM83D,98.92056316,634.2754968,1.116456715,0.265331479,0.479236783,-4.593577146
DOCK1,98.90744348,1259.451631,1.43974399,0.151229236,0.336378854,-4.588287252
SMARCA5,98.89300878,2079.360738,1.009924622,0.313537826,0.527636785,-4.595033431
CEP170,98.87162316,818.8231348,1.225659371,0.221515635,0.428111479,-4.59193613
